Title,Location,Price,description,Links
Beautiful 2 Bedroom Walkout Basement - Brampton West,Mississauga / Peel Region,"$1,800.00","Beautiful 2 Bedroom Walkout Basement, 1Bath, 1 car parking, 1000 sft- for lease on prestigious Mississauga RD & Financial drive. Available from September 10, 2022 for $1800 on 1 year lease. Features: ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/beautiful-2-bedroom-walkout-basement-brampton-west/1631745016
Basement Apartment for Rent in High demand area.,Brampton,PleaseContact,"2 Bedroom, spacious Livingroom, Kitchen, well kept & sunlit basement apartment with separate entrance in peaceful neighborhood near all amenities (park, shopping plazas, schools, banks, near highways ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent-in-high-demand-area/1631731990
2 bedroom basement for rent OCTOBER,Mississauga / Peel Region,PleaseContact,Brand new 2 bedroom basement for rent in malton OCTOBER 1st,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent-october/1631742458
Newly built 2 Bedroom Basement apartment,Mississauga / Peel Region,PleaseContact,Newly built 2 Bedroom Basement apartment for rent. Available from 01 October 2022. Separate entrance and brand new. Suitable for couples or small family.Maximum 3 person. Location: Near Trinity ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/newly-built-2-bedroom-basement-apartment/1631740943
Basement for Rent - 2 bedroom 2 washroom (full),Oakville / Halton Region,"$1,950.00",hi**Newly constructed legal basement for rent** ***Available Immediately*** - 2 bedrooms - 2 full washrooms - Private side entrance - Vast kitchen top with numerous cabinets - All new appliances - ...,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/basement-for-rent-2-bedroom-2-washroom-full/1631742299
Brand New 2 Bedroom Basement Apartment,Mississauga / Peel Region,PleaseContact,2 Bedroom Basement Apartment near Mount Pleasant go station. IMMACULATE condition. Separate entrance. Separate laundry. 1 car driveway parking . Close to highway and shopping malls. Available October ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brand-new-2-bedroom-basement-apartment/1631688143
Basement apartment for rent,City of Toronto,"$1,500.00",Newly renovated basement apartment for rent in a family oriented neighborhood. Walk to TTC and all amenities including Warden station.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent/1631708006
BASMENT for RENT near BRIMLEY and LAWRENCE,City of Toronto,PleaseContact,"Basement for rent near Brimley and Lawrence. Each unit in the basement has 2 bedrooms, 1 kitchen and 1 washroom. Total 4 bedrooms, 2 kitchens and 2 washrooms in basement. Laundry is shared between ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basment-for-rent-near-brimley-and-lawrence/1631729820
Spacious Newly Renovated Home - 2Br + 1 Bath,City of Toronto,"$2,150.00","Spacious 2 bedroom basement apartment with LOTS of natural light from the large above ground windows within the unit! Completely renovated with new flooring, appliances, bathroom, and paint ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-newly-renovated-home-2br-1-bath/1622491676
Brand New 2 Bedroom,Mississauga / Peel Region,PleaseContact,Brand New Two Bedroom Basement Apartment-Near Mount Pleasant go station. IMMACULATE condition. Separate entrance. Separate Laundry. Single driveway parking. Available October 1st. Please contact ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brand-new-2-bedroom/1631689570
"1 bedroom, 1 living room basement apartment Mississauga SQ One",Mississauga / Peel Region,"$1,250.00","Separate entrance, spacious and bright basement apartment with one bedroom, private bathroom and living room. Shared kitchen/laundry room with another tenant who lives in a separate entrance unit ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-1-living-room-basement-apartment-mississauga-sq-one/1631737467
PAYING GUEST REQUIRED,Mississauga / Peel Region,PleaseContact,"AN INDIAN PUNJABI SENIOR COUPLE REQUIRES A PAYING GUEST IN AN EXECUTIVE HOUSE IN BRAMPTON. WORKING FEMALE OR STUDENT WILL BE PREFERED. THE RENT WILL INCLUDE THE FOOD LAUNDRY FACILITIES, PARKING. WIFI ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/paying-guest-required/1631735252
Basement apartment for rent,Mississauga / Peel Region,"$1,200.00",Beautiful basement apartment at Huronontario and Eglinton. Living room and 1 room,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent/1631731275
1 BEDROOM FULL BASEMENT FOR RENT,Mississauga / Peel Region,PleaseContact,Full basement for rent: -Full washroom -Full kitchen - Living room -Dining Area -Shared laundry -Parking spots avaliable Ideal for couples Walkable distance to Westwood mall 2 minute walk to local ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-full-basement-for-rent/1631730769
Modern One bedroom basement apartment - Single person only,Oakville / Halton Region,"$1,450.00","Beautiful one bedroom basement apartment with utilities, internet and parking spot included. Location is in Brampton, on Chinguacousy and Sandalwood. Located close to Mount Pleasant GO Station, close ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/modern-one-bedroom-basement-apartment-single-person-only/1631728912
2 Bedroom Legal Basement Apartment Available Now In Mississauga.,Mississauga / Peel Region,"$2,750.00","Hi, I have a 2 bedroom basement apartment available in Mississauga. Minutes away frlm square one, heartland, 401/403, schools and other amenities. Approx 2000 Sq ft, 1 bath rooms, separate washer & ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-legal-basement-apartment-available-now-in-mississauga/1631724993
Two bedroom basement apartment for rent from October 1st,Mississauga / Peel Region,"$2,000.00","near grocery store, bank and bus stop. Main intersection ISLINGTON and Finch. Please call 647-237-4797 or message.",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/two-bedroom-basement-apartment-for-rent-from-october-1st/1631724800
1 Bedroom Basement Apartment near Cortellucci Vaughan Hospital,Markham / York Region,"$1,500.00",Basement apartment available immediately close to Teston and Jane Street. Apartment includes; - Separate entrance - Walk-in closet - Brand new stove with oven - Dryer & washer - Storage spaces - Lots ...,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-bedroom-basement-apartment-near-cortellucci-vaughan-hospital/1631723215
Basement Unit for Rent in Central Ajax,Oshawa / Durham Region,"$1,500.00","2 Bedroom and 1 full bathroom WalkOut Basement is available for Rent. Move in date : 1st November 2022 It has walkout separate entrance which is not underground and fully exposed window, so much of ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-unit-for-rent-in-central-ajax/1631720329
Furnished 1 Bedroom Basement Apartment For Rent!,City of Toronto,"$1,500.00","Furnished 1 Bedroom Basement Apartment For Rent! Has a Separate Entrance, Private Kitchen and Washroom! Close to the Bus Stop! Close to TTC Bus Routes 116, 86, 12, 905, GO Train, Subway and RT ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-1-bedroom-basement-apartment-for-rent/1631712996
"Legal, newly renovated two-bedroom basement apartment for rent.",Mississauga / Peel Region,"$2,100.00","We are looking for a professional small working family. Available immediately. This unit is a legal, newly renovated basement unit available in the most sought-after area in west Brampton. This is ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/legal-newly-renovated-two-bedroom-basement-apartment-for-rent/1631704777
BRIGHT SPACIOUS BSMT APT FOR RENT,City of Toronto,"$1,395.00","Unit: Bachelor unit in a basement Price: $1395; utilities included, no internet, rental insurance required, street parking available, wardrobe included Rent Control: Unit was used for residential ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-spacious-bsmt-apt-for-rent/1631701990
2 Bedroom new Basement for rent $2000/mth(includes utilities),Mississauga / Peel Region,"$2,000.00","2 Bedroom legal new basement apartment for rent near Bonnie Braes dr and Creditview rd in Brampton with 1 washroom and 1 parking. It has good size bedrooms, separate laundry, storage area, and a side ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-new-basement-for-rent-2000-mth-includes-utilities/1631698382
Georgeous1 Bedroom Bolton Apt/$1795/Sept 15th,Bolton,"$1,795.00","1 Bedroom luxury basement apartment, Bolton $1795, Sept 15, 2022. Includes all utilities, cable, internet & parking. Great neighbourhood! AAA applicants: Employment letter & paystubs, credit report & ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/georgeous1-bedroom-bolton-apt-1795-sept-15th/1631697277
"Renovated Bachelor Basement for Single, 401 & Islington - 15 Oct",City of Toronto,"$1,300.00","Newly renovated bachelor basement apartment with separate entrance available for rent. Utilities, 1 parking spot, laundry and internet is included. The apartment is available/suitable for 1 person. ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-basement-for-single-401-islington-15-oct/1631696540
Basement Apartment for rent,Oshawa / Durham Region,"$1,425.00","Bright and spacious 1 bedroom basement for rent in a quiet area in Ajax. No smoking, No pets full kitchen ,bathrooms separate entrance close to school, shopping, 401",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-apartment-for-rent/1631695164
2 BED/1.5 BATH – FURNISHED BASEMENT APT. FOR LEASE – ETOBICOKE,City of Toronto,"$2,500.00","Newly renovated, never leave in, fully furnished almost equal 1 bedroom +1 bedroom and 1full + ½ bathroom modern apartment at partly main/basement level for lease. Students and working professionals ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-5-bath-furnished-basement-apt-for-lease-etobicoke/1631694589
Basement for Rent near Airport Road and Mayfield Road,Mississauga / Peel Region,PleaseContact,"A spacious two bedroom basement is available for rent starting October 1, 2022. Minimum 6 months lease, no short term rental. Includes one parking spot. Close to all amenities such as schools, ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent-near-airport-road-and-mayfield-road/1631691500
1+Den bedroom basement apartment for rent,City of Toronto,"$1,550.00",1+Den bedroom basement apartment available for rent. Minutes away from Victoria park subway station - No smoking -No pets - credit check required - employment letter required - referral check ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-den-bedroom-basement-apartment-for-rent/1631689297
*** Newly Renovated 1 Bedroom Basement Apartment ***,Barrie,"$1,750.00","Spectacular detached home in Barrie South end with spacious, self contained newly renovated one bedroom basement apartment. Located close to schools, public transit (Barrie South Go), parks and all ...",https://www.kijiji.ca/v-apartments-condos/barrie/newly-renovated-1-bedroom-basement-apartment/1631682994
Basement on rent,Markham / York Region,PleaseContact,"I’m offering well furnished basement on rent , House built on a premium lot closer to all amenities and highways , separate drive way and separate entrance. Quite and Clean neighbourhood. Jogging ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/basement-on-rent/1631682613
Basement Apartment for Rent,Oshawa / Durham Region,"$1,900.00","Recently renovated Bright, Spacious, Basement Apartment in a convenient location in Bowmanville; seconds to 401, near schools, churches, hospital, public transit and more! Key Features: Renovated ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-apartment-for-rent/1631666949
3Bedroom basement apt in Scarborough for rent.,City of Toronto,"$1,585.00","Date: Oct 01, 2022. Cost: $1,585 monthly. Maximum 4 people, Utilities : pay 50%. Internet included. Own entrance, 2 parking spaces, Shared laundry in basement. No SMOKING, No PETS. Contact ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3bedroom-basement-apt-in-scarborough-for-rent/1631664663
Basement Apartment 1bedroom,Markham / York Region,"$1,500.00","Basement apartment 1 bedroom, laundry room, 1 driveway parking, separate entrance, No Pet, No Smoking, No subtle, tenant will pay ~150$ for utilities(hydro,gas,…)",https://www.kijiji.ca/v-apartments-condos/markham-york-region/basement-apartment-1bedroom/1631659393
One Bedroom+ One Den Basement  for rent in Brampton East,Mississauga / Peel Region,"$1,750.00","Brand New Legal Basement located in Prime Location in Brampton East. It is a gorgeous One Bedroom+ Den Basement close to various amenities such as restaurants, parks and a public school, making it an ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bedroom-one-den-basement-for-rent-in-brampton-east/1631386182
